cycle_number,energy_charge,capacity_charge,energy_discharge,capacity_discharge,cycle_start,cycle_duration,filename,battery_name,batch,cell_id,anode,cathode,electrolyte,dataset_name,eol_cycle,eol_class,eol_class_encoded
419,-1.3922014006547005,-1.4670475498217794,-1.556908186807126,-1.7622862141041689,1.6120174324131031,1.0717941396556412,batch_B26R_cell_2.h5,batch_B26R_cell_2,B26R,2,C,5Vspinel,E14,Argonne,14,Moderate,1
419,-1.7050233698636281,-1.7690139359355386,-1.7285936002821842,-1.9566576001437832,1.60145778542482,1.0757617828148316,batch_B26V_cell_4.h5,batch_B26V_cell_4,B26V,4,C,5Vspinel,E18,Argonne,13,Moderate,1
419,-1.5571504605363629,-1.5694837338513814,-1.4379459209641239,-1.5899209263998804,1.5605141867101209,1.1755268563965031,batch_B26X_cell_2.h5,batch_B26X_cell_2,B26X,2,C,5Vspinel,E20,Argonne,15,Moderate,1
419,-1.2242337025378562,-1.2695521755756733,-0.9630254750614738,-1.1636628340508335,1.6384547514548828,1.137096813692764,batch_B26S_cell_3.h5,batch_B26S_cell_3,B26S,3,C,5Vspinel,E15,Argonne,16,Long,0
419,-1.458819593249927,-1.5072883901973058,-1.198287795437256,-1.4197349615719703,1.6155386474529634,1.1166984606281531,batch_B26P_cell_4.h5,batch_B26P_cell_4,B26P,4,C,5Vspinel,E12,Argonne,15,Moderate,1
419,-1.642897862388918,-1.7124684338260352,-1.6471393866647692,-1.8758524635061455,1.6065332101958698,1.0478269421265578,batch_B26V_cell_1.h5,batch_B26V_cell_1,B26V,1,C,5Vspinel,E18,Argonne,15,Moderate,1
419,-1.2939204887047921,-1.322446307724833,-0.8736154745259507,-1.0578011881721285,1.5990847910813881,1.1949160913203594,batch_B26S_cell_4.h5,batch_B26S_cell_4,B26S,4,C,5Vspinel,E15,Argonne,12,Short,2
419,-1.7102612603181828,-1.7713857141354958,-1.5204011914001352,-1.80520669481367,1.6003405253185548,1.018296837286169,batch_B26R_cell_3.h5,batch_B26R_cell_3,B26R,3,C,5Vspinel,E14,Argonne,15,Moderate,1
419,-1.4287597123206113,-1.4975202834549908,-1.5326521532175361,-1.7356377084051644,1.6278674872458332,1.1964403555577174,batch_B26W_cell_4.h5,batch_B26W_cell_4,B26W,4,C,5Vspinel,E19,Argonne,15,Moderate,1
419,-1.4396836662901766,-1.494360135803751,-1.478395429195138,-1.587861037194402,1.602401858156627,1.1400171922905724,batch_B26W_cell_1.h5,batch_B26W_cell_1,B26W,1,C,5Vspinel,E19,Argonne,15,Moderate,1
419,-1.3068334927369203,-1.3993806679318808,-1.2776231321281128,-1.6575204029261308,1.6350675854868697,1.4088449252822672,batch_B26R_cell_4.h5,batch_B26R_cell_4,B26R,4,C,5Vspinel,E14,Argonne,12,Short,2
420,-1.5554344409523897,-1.6161040207508444,-1.5299940392684832,-1.557402464614376,1.5975716206460044,1.0661127605504985,batch_B26V_cell_2.h5,batch_B26V_cell_2,B26V,2,C,5Vspinel,E18,Argonne,14,Moderate,1
420,-1.3814654169902578,-1.3886449853166911,-0.8791395957079545,-1.1193267545314345,1.5555706799812936,1.1980846980276447,batch_B26P_cell_3.h5,batch_B26P_cell_3,B26P,3,C,5Vspinel,E12,Argonne,16,Long,0
420,-0.8963126092585836,-0.9971982475097362,-1.2135944060120334,-1.3736691483583856,1.653395284658571,1.1142512749434548,batch_B26Y_cell_2.h5,batch_B26Y_cell_2,B26Y,2,C,5Vspinel,E21,Argonne,18,Long,0
510,-0.797886886270699,-0.7961951548309304,-0.7862456674506318,-0.811622867891475,0.8883537725108576,-0.6844028318743098,batch_B4A_cell_6.h5,batch_B4A_cell_6,B4A,6,C,HE5050,Gen 2,Argonne,53,Long,0
515,-1.6358763540683952,-1.8754524905450816,-1.8173939308642948,-1.957307028462191,1.6144775780141194,5.298906005181215,batch_B4A_cell_2.h5,batch_B4A_cell_2,B4A,2,C,HE5050,Gen 2,Argonne,10,Short,2
526,-1.2231460970971428,-1.222352451669297,-1.2400091620270723,-1.3227683643937547,1.566789664378925,-0.3648492419311942,batch_B34A_cell_2.h5,batch_B34A_cell_2,B34A,2,C,NMC811,Gen 2,Argonne,65,Long,0
526,-1.221964851218801,-1.2204291045339808,-1.2351708182658905,-1.3127245342891705,1.5683547376005178,-0.3624147441807849,batch_B34A_cell_4.h5,batch_B34A_cell_4,B34A,4,C,NMC811,Gen 2,Argonne,18,Long,0
526,-1.240901543217436,-1.2393198975661694,-1.2553495672271577,-1.3335289071771057,1.5642976180462758,-0.368624448430912,batch_B34A_cell_3.h5,batch_B34A_cell_3,B34A,3,C,NMC811,Gen 2,Argonne,18,Long,0
527,-1.2292947177589675,-1.22794615866389,-1.2433853276951357,-1.306910661009463,1.5651872269052352,-0.3663064420455659,batch_B34A_cell_1.h5,batch_B34A_cell_1,B34A,1,C,NMC811,Gen 2,Argonne,64,Long,0
598,-0.9629412027822305,-0.9510286158529531,-0.9702046055608639,-0.9749030546499412,1.4622728931304516,-0.42202498849621933,batch_B28A_cell_39.h5,batch_B28A_cell_39,B28A,39,C_Si,NMC532,Gen 2,Argonne,49,Long,0
600,-0.9462351427361378,-0.9344358364484692,-0.9533838314230635,-0.9577871011070429,1.4562315031914186,-0.4223770419740343,batch_B28A_cell_41.h5,batch_B28A_cell_41,B28A,41,C_Si,NMC532,Gen 2,Argonne,53,Long,0
601,-1.0076809855095799,-0.9930016957393657,-1.0142395954265495,-1.0115894304426583,1.4437229415577502,-0.431514958463334,batch_B28A_cell_37.h5,batch_B28A_cell_37,B28A,37,C_Si,NMC532,Gen 2,Argonne,16,Long,0
602,-0.995501571811429,-0.9818355736080637,-1.2359767150085714,-1.1259784245798927,1.4441853595243273,-0.46000276826999886,batch_B28A_cell_35.h5,batch_B28A_cell_35,B28A,35,C_Si,NMC532,Gen 2,Argonne,17,Long,0
604,-0.9889320047570258,-0.975081597064648,-1.001940900394014,-0.9986412718116753,1.433277516452734,-0.43146887122608335,batch_B28A_cell_36.h5,batch_B28A_cell_36,B28A,36,C_Si,NMC532,Gen 2,Argonne,16,Long,0
604,-1.009179990918437,-0.9936168911665699,-1.0202036804243302,-1.0160771399585384,1.4332550082548758,-0.4350700739625025,batch_B28A_cell_34.h5,batch_B28A_cell_34,B28A,34,C_Si,NMC532,Gen 2,Argonne,17,Long,0
617,-1.629986771756841,-1.68727913135755,-1.649027709822942,-1.788966284255447,1.513741083620387,1.312248850649415,batch_B7B_cell_7.h5,batch_B7B_cell_7,B7B,7,C,NMC532,Gen 2,Argonne,1,Short,2
617,-1.348920068147568,-1.4202156482092436,-1.2852938496648412,-1.4608117571600283,1.5620922555663284,1.3354482800635157,batch_B7A_cell_22.h5,batch_B7A_cell_22,B7A,22,C,NMC532,Gen 2,Argonne,12,Short,2
618,-1.3657551955942395,-1.435620512801181,-1.4314655388239266,-1.56753708393026,1.5534049824439813,1.3482183231397182,batch_B7A_cell_24.h5,batch_B7A_cell_24,B7A,24,C,NMC532,Gen 2,Argonne,12,Short,2
618,-0.979162683690488,-0.9623838386473896,-0.9776543083672771,-0.9756501136525193,1.3781758220238964,-0.4464228635061528,batch_B28A_cell_38.h5,batch_B28A_cell_38,B28A,38,C_Si,NMC532,Gen 2,Argonne,58,Long,0
619,-1.4386035065477623,-1.4979226600275855,-1.2483420431405257,-1.4065573885861886,1.5462261480657333,1.333483254071743,batch_B7B_cell_5.h5,batch_B7B_cell_5,B7B,5,C,NMC532,Gen 2,Argonne,1,Short,2
619,-1.4192420220970683,-1.4837272706158515,-1.278493133943369,-1.5093897928130529,1.563623600995082,1.3501492015566439,batch_B7A_cell_23.h5,batch_B7A_cell_23,B7A,23,C,NMC532,Gen 2,Argonne,12,Short,2
619,-1.8744040882179551,-1.8325064694949957,-1.9005687194993555,-1.4491246015664594,1.4166144978570994,-0.4236275093754246,batch_B7B_cell_8.h5,batch_B7B_cell_8,B7B,8,C,NMC532,Gen 2,Argonne,1,Short,2
620,-1.4781919750876398,-1.535546904325979,-1.3130897873349119,-1.5205307587017431,1.5364636834062002,1.3602292842693036,batch_B7B_cell_6.h5,batch_B7B_cell_6,B7B,6,C,NMC532,Gen 2,Argonne,27,Long,0
620,-1.4266382158550783,-1.4879819051889263,-1.3396699597321073,-1.4647034648343413,1.5376197662729612,1.380796076512371,batch_B7A_cell_21.h5,batch_B7A_cell_21,B7A,21,C,NMC532,Gen 2,Argonne,12,Short,2
627,-2.075788733045179,-2.2046134355334637,-1.4787436460028571,-1.6944409514265675,1.6053514296498432,3.5337805695977837,batch_B21A_cell_16.h5,batch_B21A_cell_16,B21A,16,C,NMC111,Gen 2,Argonne,10,Short,2
627,-2.0262746380197982,-2.084353180858301,-1.7407042134380453,-1.860406665854365,1.5357756882162354,3.366839465545632,batch_B21A_cell_2.h5,batch_B21A_cell_2,B21A,2,C,NMC111,Gen 2,Argonne,10,Short,2
627,-2.0704846211824974,-2.13479924965421,-1.5794259641750485,-1.5601123917059556,1.5350957720137481,3.4136328916917997,batch_B21A_cell_15.h5,batch_B21A_cell_15,B21A,15,C,NMC111,Gen 2,Argonne,10,Short,2
627,-2.1659155019104572,-2.2051707187486316,-1.79727325921812,-1.7924719388706678,1.5214260293959825,3.3223735244094468,batch_B21A_cell_10.h5,batch_B21A_cell_10,B21A,10,C,NMC111,Gen 2,Argonne,10,Short,2
627,-2.370644063292276,-2.464933773842704,-1.719834931016702,-1.9406050471534189,1.5840266364660078,3.4839924941823175,batch_B21A_cell_3.h5,batch_B21A_cell_3,B21A,3,C,NMC111,Gen 2,Argonne,10,Short,2
634,-0.9840155215516653,-0.9735385749616627,-0.9654245660858085,-0.9597562131824343,1.3095685481699435,0.9752614530368037,batch_B28A_cell_40.h5,batch_B28A_cell_40,B28A,40,C_Si,NMC532,Gen 2,Argonne,61,Long,0
686,-2.5927374786049566,-2.6189669029329616,-2.7546846722384974,-2.218573319501265,1.5416514163821915,5.081776982953013,batch_B5A_cell_7.h5,batch_B5A_cell_7,B5A,7,C,5Vspinel,Gen 2,Argonne,13,Moderate,1
702,-1.1454711358378284,-1.1809871071011333,-1.172201844446281,-1.3993032522175797,1.6056539836198365,-0.3144464926569921,batch_B9B_cell_2.h5,batch_B9B_cell_2,B9B,2,C,HE5050,Gen 2,Argonne,41,Long,0
709,-1.1739478395212195,-1.2131538333094123,-3.4580921280344823,-2.83580131884137,1.5980860554278917,-0.4542232040672751,batch_B9B_cell_3.h5,batch_B9B_cell_3,B9B,3,C,HE5050,Gen 2,Argonne,10,Short,2
711,-1.1238430161353774,-1.1652286772912135,-2.7399482863987523,-2.3677231734670268,1.594253299846388,-0.4205626734272211,batch_B9B_cell_4.h5,batch_B9B_cell_4,B9B,4,C,HE5050,Gen 2,Argonne,41,Long,0
715,-1.1850994093625113,-1.2240877645084147,-3.350878004355723,-2.696225207120388,1.5799492145888125,-0.46617575575554737,batch_B9B_cell_1.h5,batch_B9B_cell_1,B9B,1,C,HE5050,Gen 2,Argonne,44,Long,0
782,-1.241106088948811,-1.2440730785833987,-1.2574510303643067,-1.4631928238711043,1.6201576636669766,-0.3152699986881249,batch_B35C_cell_2.h5,batch_B35C_cell_2,B35C,2,C_AlSiO4,NMC532,Gen 2,Argonne,15,Moderate,1
782,-1.193841901163251,-1.1974410478923307,-1.2503745378207862,-1.4924767157362002,1.6297962809351954,-0.3026706493958708,batch_B35A_cell_1.h5,batch_B35A_cell_1,B35A,1,C,NMC532,Gen 2,Argonne,9,Short,2
782,-1.0872008642033568,-1.091101388933948,-1.137609687230623,-1.466323293547619,1.650529991742555,-0.2735400372348184,batch_B35E_cell_1.h5,batch_B35E_cell_1,B35E,1,C_BN,NMC532,Gen 2,Argonne,12,Short,2
782,-0.9628161782991796,-0.9689706207184317,-1.0318239059788572,-1.3289069329615133,1.6639502192012559,-0.25319768659223313,batch_B34C_cell_1.h5,batch_B34C_cell_1,B34C,1,C,NMC811,Gen 2,Argonne,13,Moderate,1
782,-1.0717328642055488,-1.0737112015130021,-1.1427881600789562,-1.4612382169121216,1.6494576708909823,-0.27433966924278597,batch_B35F_cell_1.h5,batch_B35F_cell_1,B35F,1,C_Al2O3,NMC532,Gen 2,Argonne,12,Short,2
782,-1.0754558463665815,-1.0800713250069953,-1.1381228950091176,-1.457655283360133,1.6491692505207205,-0.2742709572601446,batch_B35G_cell_1.h5,batch_B35G_cell_1,B35G,1,C_AlN,NMC532,Gen 2,Argonne,9,Short,2
782,-1.0766062521082085,-1.0841964713575396,-1.1782963807411708,-1.456250617050311,1.6532658927097814,-0.2676115952484971,batch_B34B_cell_3.h5,batch_B34B_cell_3,B34B,3,C,NMC811,Gen 2,Argonne,12,Short,2
782,-1.1901611075002092,-1.1968576199517729,-1.2323502776698252,-1.466146440370304,1.6272109238858667,-0.30828646075158056,batch_B35D_cell_1.h5,batch_B35D_cell_1,B35D,1,C_ZrSiO4,NMC532,Gen 2,Argonne,12,Short,2
782,-0.9597726271953196,-0.9698585737908191,-1.0276600952437622,-1.3485296151910975,1.6596264510392276,-0.25770152820984366,batch_B34C_cell_2.h5,batch_B34C_cell_2,B34C,2,C,NMC811,Gen 2,Argonne,12,Short,2
782,-1.108440847853417,-1.1091726503556756,-1.1523661885963163,-1.4538883370472087,1.6471920681542098,-0.277394964278605,batch_B35A_cell_2.h5,batch_B35A_cell_2,B35A,2,C,NMC532,Gen 2,Argonne,12,Short,2
782,-1.0727969514363787,-1.0790939179362087,-1.1362067918061016,-1.3818571613498338,1.6510875413724997,-0.27226797058716223,batch_B34D_cell_2.h5,batch_B34D_cell_2,B34D,2,C,NMC811,Gen 2,Argonne,15,Moderate,1
782,-1.0091224088777115,-1.0164075841280027,-1.0635629647650018,-1.3622209246732868,1.6601236893724516,-0.25951642901921224,batch_B34C_cell_3.h5,batch_B34C_cell_3,B34C,3,C,NMC811,Gen 2,Argonne,13,Moderate,1
782,-1.119871039843895,-1.1210753190934315,-1.1712159089072702,-1.5084465437270163,1.6489254406193712,-0.27547393312062024,batch_B35B_cell_1.h5,batch_B35B_cell_1,B35B,1,C_ZrO,NMC532,Gen 2,Argonne,12,Short,2
782,-1.064856693154031,-1.0667350123695627,-1.0910285493294851,-1.4104499740473868,1.6520702892734007,-0.2714358088703325,batch_B35D_cell_2.h5,batch_B35D_cell_2,B35D,2,C_ZrSiO4,NMC532,Gen 2,Argonne,15,Moderate,1
782,-1.1536919355043267,-1.1598236152547414,-1.2483841396488193,-1.489588708342083,1.646367548014388,-0.27941899301205086,batch_B34B_cell_4.h5,batch_B34B_cell_4,B34B,4,C,NMC811,Gen 2,Argonne,12,Short,2
782,-1.1437649313412317,-1.1461867782200068,-1.2012991501380117,-1.4730739055697621,1.6416497098289407,-0.2873568698544151,batch_B35E_cell_2.h5,batch_B35E_cell_2,B35E,2,C_BN,NMC532,Gen 2,Argonne,12,Short,2
782,-1.1359695382562147,-1.141936203379054,-1.2362251454738116,-1.4896414752030964,1.6505358028244053,-0.27505832841255656,batch_B34B_cell_2.h5,batch_B34B_cell_2,B34B,2,C,NMC811,Gen 2,Argonne,12,Short,2
782,-1.0022364533634798,-1.0105842615021492,-1.0794654780933226,-1.3571409659424587,1.659519951126972,-0.26074277604160434,batch_B34C_cell_4.h5,batch_B34C_cell_4,B34C,4,C,NMC811,Gen 2,Argonne,15,Moderate,1
782,-1.0396282889522739,-1.04732332489935,-1.1057401306695678,-1.3639385207626356,1.6523866225591382,-0.2688569917274986,batch_B34D_cell_3.h5,batch_B34D_cell_3,B34D,3,C,NMC811,Gen 2,Argonne,15,Moderate,1
782,-1.0638809268374247,-1.0652713721168268,-1.126661760567263,-1.460914358688624,1.6533386663812653,-0.26893270344041625,batch_B35C_cell_1.h5,batch_B35C_cell_1,B35C,1,C_AlSiO4,NMC532,Gen 2,Argonne,12,Short,2
782,-1.1122177286033916,-1.117456841419824,-1.206637252581677,-1.4616441096459103,1.6514453394155253,-0.2708202759336294,batch_B34B_cell_1.h5,batch_B34B_cell_1,B34B,1,C,NMC811,Gen 2,Argonne,12,Short,2
782,-1.0784085815842,-1.0785735797714031,-1.1418986722782234,-1.4382095054120496,1.6484390063128571,-0.27580726814834505,batch_B35F_cell_2.h5,batch_B35F_cell_2,B35F,2,C_Al2O3,NMC532,Gen 2,Argonne,12,Short,2
782,-1.064308192608817,-1.0677512911300968,-1.1501149533302346,-1.463987228072589,1.650486440018054,-0.2734410945431748,batch_B35G_cell_2.h5,batch_B35G_cell_2,B35G,2,C_AlN,NMC532,Gen 2,Argonne,12,Short,2
782,-1.2010219813266303,-1.2033371038083123,-1.2406480654697616,-1.5353894329539373,1.6330968482078618,-0.2992079829912678,batch_B35B_cell_2.h5,batch_B35B_cell_2,B35B,2,C_ZrO,NMC532,Gen 2,Argonne,12,Short,2
782,-1.0991440732890878,-1.1031460216966096,-1.151126696741845,-1.3815325054926844,1.648501885684272,-0.2761850413051199,batch_B34D_cell_4.h5,batch_B34D_cell_4,B34D,4,C,NMC811,Gen 2,Argonne,15,Moderate,1
786,-1.9107346909826524,-1.9899114121833472,-1.6420385570625444,-1.9534087796553488,1.5996088897709015,1.3509403747353699,batch_B7B_cell_3.h5,batch_B7B_cell_3,B7B,3,C,NMC532,Gen 2,Argonne,9,Short,2
786,-1.650030989090867,-1.7447502516238889,-1.4940996840363105,-1.79404683982924,1.610913968780897,1.3543428524051537,batch_B7B_cell_2.h5,batch_B7B_cell_2,B7B,2,C,NMC532,Gen 2,Argonne,9,Short,2
787,-1.8140910755891284,-1.918547509579817,-1.7021595529114297,-2.1898374703380012,1.6160448543661674,1.3369995262072352,batch_B7A_cell_20.h5,batch_B7A_cell_20,B7A,20,C,NMC532,Gen 2,Argonne,9,Short,2
787,-1.730268951154033,-1.793049029735316,-1.56427588540585,-1.892580249522871,1.5825323476834192,1.3459069488921398,batch_B7A_cell_18.h5,batch_B7A_cell_18,B7A,18,C,NMC532,Gen 2,Argonne,12,Short,2
788,-1.7629098446225455,-1.8315856662817618,-1.5936568728752527,-1.873297398153929,1.583169353133406,1.3472366913119571,batch_B7B_cell_1.h5,batch_B7B_cell_1,B7B,1,C,NMC532,Gen 2,Argonne,12,Short,2
788,-1.855975347037514,-1.9342232655110203,-1.6555445777084634,-1.954753838039895,1.589503668555227,1.3510805716882504,batch_B7B_cell_4.h5,batch_B7B_cell_4,B7B,4,C,NMC532,Gen 2,Argonne,9,Short,2
789,-1.749924913456105,-1.8232083574747917,-1.5547991831011985,-1.817129252834342,1.595054650673674,1.3481218910908086,batch_B7A_cell_19.h5,batch_B7A_cell_19,B7A,19,C,NMC532,Gen 2,Argonne,9,Short,2
789,-1.698465798503001,-1.7641020390345823,-1.5135743900797831,-1.7858496638527357,1.5759897519400914,1.3796890828539783,batch_B7A_cell_17.h5,batch_B7A_cell_17,B7A,17,C,NMC532,Gen 2,Argonne,12,Short,2
814,-3.5249615371880534,-3.492326852724623,-3.4751145508245354,-3.5522346131827582,1.5267202290802042,-1.6722235259074723,batch_B5A_cell_2.h5,batch_B5A_cell_2,B5A,2,C,5Vspinel,Gen 2,Argonne,13,Moderate,1
844,-1.3127611419938043,-1.3658610268386102,-1.464399697397069,-1.368481751131489,1.583108288090796,5.527017847146545,batch_B5A_cell_1.h5,batch_B5A_cell_1,B5A,1,C,5Vspinel,Gen 2,Argonne,1,Short,2
851,-2.056564796153958,-2.2377290267797383,-2.0914636723068263,-2.1407416717719077,1.5589047665097335,5.274022286138404,batch_B4A_cell_8.h5,batch_B4A_cell_8,B4A,8,C,HE5050,Gen 2,Argonne,10,Short,2
854,-1.4572129701379481,-1.5088103734219893,-1.5631335386133551,-1.432470923226013,1.5789279730506982,5.364009497682251,batch_B5A_cell_5.h5,batch_B5A_cell_5,B5A,5,C,5Vspinel,Gen 2,Argonne,13,Moderate,1
930,-1.230231251284343,-1.2415334575813217,-1.2578034350731597,-1.4263376206346032,1.6039005363857,-0.334944820406899,batch_B10A_cell_3.h5,batch_B10A_cell_3,B10A,3,C,NMC532,Gen 2,Argonne,66,Long,0
938,0.15544296499939164,0.025346027263752187,0.12582794341714146,-0.006579362964493758,1.789837538149972,5.676090674627571,batch_B7A_cell_4.h5,batch_B7A_cell_4,B7A,4,C,NMC532,Gen 2,Argonne,0,Short,2
938,0.13861745244688778,0.01111314213052566,0.12058376779644366,0.002238116082441324,1.7943541532509726,5.664652100584687,batch_B7A_cell_2.h5,batch_B7A_cell_2,B7A,2,C,NMC532,Gen 2,Argonne,0,Short,2
938,-0.04399954711699393,-0.16109578440205471,0.01906881769019311,-0.13619810650908393,1.7863201747863795,5.628764646093289,batch_B7A_cell_1.h5,batch_B7A_cell_1,B7A,1,C,NMC532,Gen 2,Argonne,595,Long,0
938,0.048423260686498715,-0.07764916209591935,0.07624579816778194,-0.07043436332237518,1.7898741414035446,5.657589889862283,batch_B7A_cell_8.h5,batch_B7A_cell_8,B7A,8,C,NMC532,Gen 2,Argonne,570,Long,0
939,-0.01713555810788575,-0.1347217309599146,0.08015644968820636,-0.07018369910158691,1.7821206840249195,5.570661508510604,batch_B7A_cell_3.h5,batch_B7A_cell_3,B7A,3,C,NMC532,Gen 2,Argonne,551,Long,0
941,-0.013323180044566337,-0.12858588012268116,0.05272988052597648,-0.09289829691744846,1.7897107113680448,5.575832761400476,batch_B7A_cell_5.h5,batch_B7A_cell_5,B7A,5,C,NMC532,Gen 2,Argonne,574,Long,0
942,0.0053153859344412255,-0.11031483648705634,0.0734292258205752,-0.0659003561999916,1.791284813147552,5.570337347830051,batch_B7A_cell_6.h5,batch_B7A_cell_6,B7A,6,C,NMC532,Gen 2,Argonne,583,Long,0
944,-1.215253421105705,-1.223724256964166,-1.218265138539683,-1.3591857703759043,1.5870521970677653,-0.34347898230455437,batch_B10A_cell_4.h5,batch_B10A_cell_4,B10A,4,C,NMC532,Gen 2,Argonne,58,Long,0
978,-0.06447613672724806,-0.1911687886205441,0.031968900239126914,-0.13494491626501756,1.7743094761069313,5.71382885716688,batch_B7A_cell_7.h5,batch_B7A_cell_7,B7A,7,C,NMC532,Gen 2,Argonne,0,Short,2
1003,-1.081470524005114,-1.0965526890765596,-1.1148322471022045,-1.5387200892492119,1.681433099614827,-1.0305553742203428,batch_B20B_cell_6.h5,batch_B20B_cell_6,B20B,6,C_Si,NMC532,Gen2,Argonne,75,Long,0
1019,-1.5856045808054962,-1.8444455156858304,-2.028008898594631,-1.933121910017384,1.6159483374987789,5.633941446039262,batch_B4A_cell_5.h5,batch_B4A_cell_5,B4A,5,C,HE5050,Gen 2,Argonne,10,Short,2
1019,-1.5079879333302229,-1.8559259866790105,-1.8409165836259296,-1.9072256484149914,1.6459086885052847,5.743658364956966,batch_B4A_cell_7.h5,batch_B4A_cell_7,B4A,7,C,HE5050,Gen 2,Argonne,10,Short,2
1020,-1.4895019817790236,-1.837572356779742,-1.7676021153593766,-1.8805301514067885,1.64742270450832,5.6902764300257855,batch_B4A_cell_3.h5,batch_B4A_cell_3,B4A,3,C,HE5050,Gen 2,Argonne,11,Short,2
1021,-1.0590354942097926,-1.300434841222248,-1.428510714697897,-1.478099074995146,1.630030997893462,1.4511280165274645,batch_B14B_cell_2.h5,batch_B14B_cell_2,B14B,2,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-0.9291520450593244,-1.1671896759188494,-1.3540535262847313,-1.3424239398141073,1.6431926336575895,1.4407807173854394,batch_B14B_cell_5.h5,batch_B14B_cell_5,B14B,5,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-3.477649329174257,-3.326749935296963,-2.545188514846853,-2.1906414623163775,1.4814594934046093,1.289783948984681,batch_B14A_cell_11.h5,batch_B14A_cell_11,B14A,11,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-0.9573321259209234,-1.209221265484935,-1.4199408046431903,-1.3779511384742453,1.6411225933881888,1.4396379497680516,batch_B14B_cell_7.h5,batch_B14B_cell_7,B14B,7,C,HE5050,Gen 2,Argonne,9,Short,2
